s_bene,genere,nome_regione,nome_provincia,nome_comune,categoria,sottocategoria,provvedimento,quota_confiscata,ufficio_giudiziario,distretto,tipologia_procedura,NomeComuneValidato,NomeRegioneValidato,CODISTAT,NomeProvinciaValidato,CODISTATPROV,CODISTATREG
I-TP-62833-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,50,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62834-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62835-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62836-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62837-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62838-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62839-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62840-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62841-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62842-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62843-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62844-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62845-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno con fabbricato rurale,Confisca def.,0,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62846-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62847-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62848-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Altra unità immobiliare,Ex fabbricato rurale,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62849-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62850-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62851-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62852-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62853-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62854-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62855-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,53,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62856-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno con fabbricato rurale,Confisca def.,53,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62857-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62858-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62859-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62860-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62861-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62862-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62863-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,0,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62864-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,50,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62882-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62883-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,0,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-TP-62884-S,immobili,Sicilia,Trapani,Castellammare del Golfo,Terreno,Terreno agricolo,Confisca def.,0,Tribunale,Trapani,Misure di Prevenzione,CASTELLAMMARE DEL GOLFO,SICILIA,081005,Trapani,081,19
I-CL-39874-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-39875-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72473-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Altra unità immobiliare,Altro,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72476-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72478-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72479-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72481-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72482-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72483-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72484-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72485-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72486-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72487-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72488-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72489-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72490-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72491-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72493-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72494-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72496-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72497-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72498-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72499-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72500-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72510-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72511-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72514-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72515-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72516-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72517-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72518-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72519-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72520-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72522-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72523-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72524-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72526-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72528-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno con fabbricato rurale,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-72530-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-CL-74584-S,immobili,Sicilia,Caltanissetta,Caltanissetta,Terreno,Terreno agricolo,Confisca def.,100,Corte di Appello,Caltanissetta,Procedimento Penale,CALTANISSETTA,SICILIA,085004,Caltanissetta,085,19
I-PA-39236-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,,100,Procura della Repubblica,Palermo,Procedimento Penale,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-39243-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,,100,Procura della Repubblica,Palermo,Procedimento Penale,PALERMO,SICILIA,082053,Palermo,082,19
I-CE-39761-S,immobili,Campania,Caserta,San Cipriano d'Aversa,Terreno,Terreno agricolo,Confisca def.,100,Procura della Repubblica,Nola,Procedimento Penale,SAN CIPRIANO D'AVERSA,CAMPANIA,061074,Caserta,061,15
I-CE-39762-S,immobili,Campania,Caserta,San Cipriano d'Aversa,Terreno,Terreno agricolo,Confisca def.,100,Procura della Repubblica,Nola,Procedimento Penale,SAN CIPRIANO D'AVERSA,CAMPANIA,061074,Caserta,061,15
I-PA-40033-S,immobili,Sicilia,Palermo,Carini,Terreno,Terreno agricolo,,100,Procura della Repubblica,Palermo,Procedimento Penale,CARINI,SICILIA,082021,Palermo,082,19
I-PA-40051-S,immobili,Sicilia,Palermo,Terrasini,Terreno,Terreno con fabbricato rurale,,25,Procura della Repubblica,Palermo,Procedimento Penale,TERRASINI,SICILIA,082071,Palermo,082,19
I-PA-40603-S,immobili,Sicilia,Palermo,Termini Imerese,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,95,Procura della Repubblica,Palermo,Procedimento Penale,TERMINI IMERESE,SICILIA,082070,Palermo,082,19
I-PA-64954-S,immobili,Sicilia,Palermo,Monreale,Terreno,Terreno agricolo,Confisca def.,100,Procura della Repubblica,Palermo,Procedimento Penale,MONREALE,SICILIA,082049,Palermo,082,19
I-PA-64955-S,immobili,Sicilia,Palermo,Monreale,Terreno,Terreno agricolo,Confisca def.,100,Procura della Repubblica,Palermo,Procedimento Penale,MONREALE,SICILIA,082049,Palermo,082,19
I-MB-40733-S,immobili,Lombardia,Monza e Brianza,Correzzana,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CORREZZANA,LOMBARDIA,108022,Monza e della Brianza,108,03
I-CO-54624-S,immobili,Lombardia,Como,Cabiate,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CABIATE,LOMBARDIA,013035,Como,013,03
I-MB-57184-S,immobili,Lombardia,Monza e Brianza,Meda,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MEDA,LOMBARDIA,108030,Monza e della Brianza,108,03
I-CO-57187-S,immobili,Lombardia,Como,Cabiate,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CABIATE,LOMBARDIA,013035,Como,013,03
I-CO-57190-S,immobili,Lombardia,Como,Cabiate,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CABIATE,LOMBARDIA,013035,Como,013,03
I-CO-57193-S,immobili,Lombardia,Como,Cabiate,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CABIATE,LOMBARDIA,013035,Como,013,03
I-CO-57194-S,immobili,Lombardia,Como,Cabiate,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CABIATE,LOMBARDIA,013035,Como,013,03
I-CO-57195-S,immobili,Lombardia,Como,Cabiate,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CABIATE,LOMBARDIA,013035,Como,013,03
I-CO-57196-S,immobili,Lombardia,Como,Cabiate,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CABIATE,LOMBARDIA,013035,Como,013,03
I-MB-57197-S,immobili,Lombardia,Monza e Brianza,Giussano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,GIUSSANO,LOMBARDIA,108024,Monza e della Brianza,108,03
I-MB-57198-S,immobili,Lombardia,Monza e Brianza,Giussano,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,GIUSSANO,LOMBARDIA,108024,Monza e della Brianza,108,03
I-VV-57199-S,immobili,Calabria,Vibo Valentia,Zambrone,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ZAMBRONE,CALABRIA,102049,Vibo Valentia,102,18
I-VV-57200-S,immobili,Calabria,Vibo Valentia,Zambrone,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,ZAMBRONE,CALABRIA,102049,Vibo Valentia,102,18
I-MB-57202-S,immobili,Lombardia,Monza e Brianza,Correzzana,Unità immobiliare per uso di abitazione e assimilabile,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CORREZZANA,LOMBARDIA,108022,Monza e della Brianza,108,03
I-MB-57203-S,immobili,Lombardia,Monza e Brianza,Correzzana,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CORREZZANA,LOMBARDIA,108022,Monza e della Brianza,108,03
I-MB-57204-S,immobili,Lombardia,Monza e Brianza,Correzzana,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CORREZZANA,LOMBARDIA,108022,Monza e della Brianza,108,03
I-MI-57206-S,immobili,Lombardia,Milano,Sesto San Giovanni,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,SESTO SAN GIOVANNI,LOMBARDIA,015209,Milano,015,03
I-MI-57207-S,immobili,Lombardia,Milano,Sesto San Giovanni,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,SESTO SAN GIOVANNI,LOMBARDIA,015209,Milano,015,03
I-CR-57208-S,immobili,Lombardia,Cremona,Rivolta d'Adda,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,RIVOLTA D'ADDA,LOMBARDIA,019084,Cremona,019,03
I-CR-57209-S,immobili,Lombardia,Cremona,Rivolta d'Adda,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,RIVOLTA D'ADDA,LOMBARDIA,019084,Cremona,019,03
I-MI-57210-S,immobili,Lombardia,Milano,Milano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MILANO,LOMBARDIA,015146,Milano,015,03
I-MI-57212-S,immobili,Lombardia,Milano,Milano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MILANO,LOMBARDIA,015146,Milano,015,03
I-MI-57221-S,immobili,Lombardia,Milano,Milano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,MILANO,LOMBARDIA,015146,Milano,015,03
I-MI-57225-S,immobili,Lombardia,Milano,Bollate,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
I-MI-57227-S,immobili,Lombardia,Milano,Bollate,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
I-MI-57229-S,immobili,Lombardia,Milano,Bollate,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
I-MI-57231-S,immobili,Lombardia,Milano,Bollate,Terreno,Terreno - non definito,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
I-MI-57233-S,immobili,Lombardia,Milano,Paderno Dugnano,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,PADERNO DUGNANO,LOMBARDIA,015166,Milano,015,03
I-VA-57236-S,immobili,Lombardia,Varese,Cuasso al Monte,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CUASSO AL MONTE,LOMBARDIA,012058,Varese,012,03
I-VA-57237-S,immobili,Lombardia,Varese,Cuasso al Monte,Altra unità immobiliare,Altro,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,CUASSO AL MONTE,LOMBARDIA,012058,Varese,012,03
I-MI-57239-S,immobili,Lombardia,Milano,Bollate,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
I-MI-57240-S,immobili,Lombardia,Milano,Bollate,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
I-MI-57241-S,immobili,Lombardia,Milano,Bollate,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
I-MI-57242-S,immobili,Lombardia,Milano,Bollate,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100,Procura della Repubblica,Milano,Procedimento Penale,BOLLATE,LOMBARDIA,015027,Milano,015,03
