s_bene,genere,nome_regione,nome_provincia,nome_comune,categoria,sottocategoria,provvedimento,quota_confiscata,ufficio_giudiziario,distretto,tipologia_procedura,NomeComuneValidato,NomeRegioneValidato,CODISTAT,NomeProvinciaValidato,CODISTATPROV,CODISTATREG
I-RC-3120-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3121-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3122-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3123-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3124-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3125-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3126-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3127-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3128-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,98,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3129-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3130-S,immobili,Calabria,Reggio Calabria,Seminara,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3131-S,immobili,Calabria,Reggio Calabria,Seminara,Unità immobiliare a destinazione commerciale e industriale,Fabbricato industriale,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3132-S,immobili,Calabria,Reggio Calabria,Seminara,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3133-S,immobili,Calabria,Reggio Calabria,Seminara,Altra unità immobiliare,Fabbricato in corso di costruzione indivisibile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3134-S,immobili,Calabria,Reggio Calabria,Seminara,Altra unità immobiliare,Fabbricato in corso di costruzione indivisibile,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3135-S,immobili,Calabria,Reggio Calabria,Seminara,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,SEMINARA,CALABRIA,080086,Reggio di Calabria,080,18
I-RC-3420-S,immobili,Calabria,Reggio Calabria,Taurianova,Altra unità immobiliare,Altra unità  immobil. - non definito,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,TAURIANOVA,CALABRIA,080093,Reggio di Calabria,080,18
I-RC-3421-S,immobili,Calabria,Reggio Calabria,Bagnara Calabra,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Reggio Calabria,Misure di Prevenzione,BAGNARA CALABRA,CALABRIA,080007,Reggio di Calabria,080,18
I-TP-3451-S,immobili,Sicilia,Trapani,Marsala,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,MARSALA,SICILIA,081011,Trapani,081,19
I-TP-3452-S,immobili,Sicilia,Trapani,Marsala,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,MARSALA,SICILIA,081011,Trapani,081,19
I-TP-3453-S,immobili,Sicilia,Trapani,Marsala,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,MARSALA,SICILIA,081011,Trapani,081,19
I-TP-3454-S,immobili,Sicilia,Trapani,Marsala,Terreno,Terreno - non definito,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,MARSALA,SICILIA,081011,Trapani,081,19
I-PA-3456-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-3457-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-3458-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-PA-3459-S,immobili,Sicilia,Palermo,Palermo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,PALERMO,SICILIA,082053,Palermo,082,19
I-CL-72235-S,immobili,Sicilia,Caltanissetta,Vallelunga Pratameno,Terreno,Terreno agricolo,,0,Tribunale,Caltanissetta,Misure di Prevenzione,VALLELUNGA PRATAMENO,SICILIA,085021,Caltanissetta,085,19
I-CL-72236-S,immobili,Sicilia,Caltanissetta,Vallelunga Pratameno,Terreno,Terreno agricolo,,0,Tribunale,Caltanissetta,Misure di Prevenzione,VALLELUNGA PRATAMENO,SICILIA,085021,Caltanissetta,085,19
I-PA-72237-S,immobili,Sicilia,Palermo,Polizzi Generosa,Terreno,Terreno agricolo,,0,Tribunale,Caltanissetta,Misure di Prevenzione,POLIZZI GENEROSA,SICILIA,082058,Palermo,082,19
I-PA-72238-S,immobili,Sicilia,Palermo,Polizzi Generosa,Terreno,Terreno agricolo,,0,Tribunale,Caltanissetta,Misure di Prevenzione,POLIZZI GENEROSA,SICILIA,082058,Palermo,082,19
I-PA-72239-S,immobili,Sicilia,Palermo,Polizzi Generosa,Terreno,Terreno agricolo,,0,Tribunale,Caltanissetta,Misure di Prevenzione,POLIZZI GENEROSA,SICILIA,082058,Palermo,082,19
I-PA-72240-S,immobili,Sicilia,Palermo,Polizzi Generosa,Terreno,Terreno agricolo,,0,Tribunale,Caltanissetta,Misure di Prevenzione,POLIZZI GENEROSA,SICILIA,082058,Palermo,082,19
I-PA-72241-S,immobili,Sicilia,Palermo,Polizzi Generosa,Terreno,Terreno agricolo,,0,Tribunale,Caltanissetta,Misure di Prevenzione,POLIZZI GENEROSA,SICILIA,082058,Palermo,082,19
I-PA-72242-S,immobili,Sicilia,Palermo,Polizzi Generosa,Terreno,Terreno agricolo,,0,Tribunale,Caltanissetta,Misure di Prevenzione,POLIZZI GENEROSA,SICILIA,082058,Palermo,082,19
I-PA-72243-S,immobili,Sicilia,Palermo,Polizzi Generosa,Terreno,Terreno agricolo,,0,Tribunale,Caltanissetta,Misure di Prevenzione,POLIZZI GENEROSA,SICILIA,082058,Palermo,082,19
I-PA-72244-S,immobili,Sicilia,Palermo,Polizzi Generosa,Terreno,Terreno agricolo,,0,Tribunale,Caltanissetta,Misure di Prevenzione,POLIZZI GENEROSA,SICILIA,082058,Palermo,082,19
I-PA-72245-S,immobili,Sicilia,Palermo,Polizzi Generosa,Altra unità immobiliare,Ex fabbricato rurale,,0,Tribunale,Caltanissetta,Misure di Prevenzione,POLIZZI GENEROSA,SICILIA,082058,Palermo,082,19
I-CL-72246-S,immobili,Sicilia,Caltanissetta,Vallelunga Pratameno,Altra unità immobiliare,Ex fabbricato rurale,,0,Tribunale,Caltanissetta,Misure di Prevenzione,VALLELUNGA PRATAMENO,SICILIA,085021,Caltanissetta,085,19
I-CL-72247-S,immobili,Sicilia,Caltanissetta,Vallelunga Pratameno,Terreno,Terreno con fabbricato rurale,,0,Tribunale,Caltanissetta,Misure di Prevenzione,VALLELUNGA PRATAMENO,SICILIA,085021,Caltanissetta,085,19
I-CL-72248-S,immobili,Sicilia,Caltanissetta,Vallelunga Pratameno,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",,0,Tribunale,Caltanissetta,Misure di Prevenzione,VALLELUNGA PRATAMENO,SICILIA,085021,Caltanissetta,085,19
I-CL-72249-S,immobili,Sicilia,Caltanissetta,Vallelunga Pratameno,Unità immobiliare per uso di abitazione e assimilabile,Altro,,0,Tribunale,Caltanissetta,Misure di Prevenzione,VALLELUNGA PRATAMENO,SICILIA,085021,Caltanissetta,085,19
I-CL-72250-S,immobili,Sicilia,Caltanissetta,Vallelunga Pratameno,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,,0,Tribunale,Caltanissetta,Misure di Prevenzione,VALLELUNGA PRATAMENO,SICILIA,085021,Caltanissetta,085,19
I-CL-72251-S,immobili,Sicilia,Caltanissetta,Vallelunga Pratameno,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",,0,Tribunale,Caltanissetta,Misure di Prevenzione,VALLELUNGA PRATAMENO,SICILIA,085021,Caltanissetta,085,19
I-CL-72252-S,immobili,Sicilia,Caltanissetta,Vallelunga Pratameno,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,,0,Tribunale,Caltanissetta,Misure di Prevenzione,VALLELUNGA PRATAMENO,SICILIA,085021,Caltanissetta,085,19
I-AQ-3564-S,immobili,Abruzzo,L'Aquila,Avezzano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,AVEZZANO,ABRUZZO,066006,L'Aquila,066,13
I-AQ-3565-S,immobili,Abruzzo,L'Aquila,Carsoli,Terreno,Terreno agricolo,Confisca def.,100,Tribunale,Palermo,Misure di Prevenzione,CARSOLI,ABRUZZO,066025,L'Aquila,066,13
I-RC-3576-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3577-S,immobili,Calabria,Reggio Calabria,Candidoni,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,CANDIDONI,CALABRIA,080019,Reggio di Calabria,080,18
I-RC-3578-S,immobili,Calabria,Reggio Calabria,Candidoni,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,CANDIDONI,CALABRIA,080019,Reggio di Calabria,080,18
I-RC-3579-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3580-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3581-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3582-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3583-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3584-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3585-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3586-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno con fabbricato rurale,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3587-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3588-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3589-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3590-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3604-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca II,50,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3605-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca II,50,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3606-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca II,50,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3607-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca II,50,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3608-S,immobili,Calabria,Reggio Calabria,Candidoni,Terreno,Terreno agricolo,Confisca II,0,Tribunale,Reggio Calabria,Misure di Prevenzione,CANDIDONI,CALABRIA,080019,Reggio di Calabria,080,18
I-RC-3609-S,immobili,Calabria,Reggio Calabria,Candidoni,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,CANDIDONI,CALABRIA,080019,Reggio di Calabria,080,18
I-RC-3610-S,immobili,Calabria,Reggio Calabria,Candidoni,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,CANDIDONI,CALABRIA,080019,Reggio di Calabria,080,18
I-RC-3611-S,immobili,Calabria,Reggio Calabria,Candidoni,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,CANDIDONI,CALABRIA,080019,Reggio di Calabria,080,18
I-RC-3612-S,immobili,Calabria,Reggio Calabria,Candidoni,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,CANDIDONI,CALABRIA,080019,Reggio di Calabria,080,18
I-RC-3613-S,immobili,Calabria,Reggio Calabria,Candidoni,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,CANDIDONI,CALABRIA,080019,Reggio di Calabria,080,18
I-RC-3614-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3615-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3616-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3617-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3618-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3619-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3620-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-3621-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-43643-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-43644-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-43645-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-43646-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-43647-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-43649-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,ROSARNO,CALABRIA,080069,Reggio di Calabria,080,18
I-RC-43715-S,immobili,Calabria,Reggio Calabria,Candidoni,Terreno,Terreno agricolo,Confisca II,100,Tribunale,Reggio Calabria,Misure di Prevenzione,CANDIDONI,CALABRIA,080019,Reggio di Calabria,080,18
I-NA-3622-S,immobili,Campania,Napoli,Napoli,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100,Tribunale,Napoli,Misure di Prevenzione,NAPOLI,CAMPANIA,063049,Napoli,063,15
I-RM-39690-S,immobili,Lazio,Roma,Rignano Flaminio,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,78,Tribunale,Roma,Misure di Prevenzione,RIGNANO FLAMINIO,LAZIO,058082,Roma,058,12
I-RM-52056-S,immobili,Lazio,Roma,Rignano Flaminio,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,78,Tribunale,Roma,Misure di Prevenzione,RIGNANO FLAMINIO,LAZIO,058082,Roma,058,12
I-RM-52057-S,immobili,Lazio,Roma,Rignano Flaminio,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,78,Tribunale,Roma,Misure di Prevenzione,RIGNANO FLAMINIO,LAZIO,058082,Roma,058,12
I-RM-52058-S,immobili,Lazio,Roma,Rignano Flaminio,Terreno,Terreno agricolo,Confisca def.,78,Tribunale,Roma,Misure di Prevenzione,RIGNANO FLAMINIO,LAZIO,058082,Roma,058,12
I-RM-52061-S,immobili,Lazio,Roma,Rignano Flaminio,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,78,Tribunale,Roma,Misure di Prevenzione,RIGNANO FLAMINIO,LAZIO,058082,Roma,058,12
I-RM-52063-S,immobili,Lazio,Roma,Rignano Flaminio,Terreno,Terreno agricolo,Confisca def.,78,Tribunale,Roma,Misure di Prevenzione,RIGNANO FLAMINIO,LAZIO,058082,Roma,058,12
I-LT-52066-S,immobili,Lazio,Latina,Sabaudia,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,100,Tribunale,Roma,Misure di Prevenzione,SABAUDIA,LAZIO,059024,Latina,059,12
I-ME-52076-S,immobili,Sicilia,Messina,Taormina,Unità immobiliare per alloggio e usi collettivi,"Albergo, Pensione",Confisca def.,50,Tribunale,Roma,Misure di Prevenzione,TAORMINA,SICILIA,083097,Messina,083,19
I-VT-52090-S,immobili,Lazio,Viterbo,Fabrica di Roma,Unità immobiliare a destinazione commerciale e industriale,Fabbricato industriale,Confisca def.,100,Tribunale,Roma,Misure di Prevenzione,FABRICA DI ROMA,LAZIO,056024,Viterbo,056,12
I-VT-52099-S,immobili,Lazio,Viterbo,Fabrica di Roma,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,100,Tribunale,Roma,Misure di Prevenzione,FABRICA DI ROMA,LAZIO,056024,Viterbo,056,12
I-VT-52101-S,immobili,Lazio,Viterbo,Fabrica di Roma,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,100,Tribunale,Roma,Misure di Prevenzione,FABRICA DI ROMA,LAZIO,056024,Viterbo,056,12
I-VT-52102-S,immobili,Lazio,Viterbo,Fabrica di Roma,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,100,Tribunale,Roma,Misure di Prevenzione,FABRICA DI ROMA,LAZIO,056024,Viterbo,056,12
I-VT-52104-S,immobili,Lazio,Viterbo,Fabrica di Roma,Unità immobiliare per uso di abitazione e assimilabile,Villa,Confisca def.,100,Tribunale,Roma,Misure di Prevenzione,FABRICA DI ROMA,LAZIO,056024,Viterbo,056,12
